,name,key,url,description,species_2nd,species_3rd,species,home_world,gender,height,eye_color,skin_color,hair_color,weight
3457,Rosita Turuy,Rosita_Turuy,https://starwars.fandom.com/wiki/Rosita_Turuy,"Rosita Turuy was a female human Imperial cadet who attended the Royal Imperial Academy on Coruscant. She, like the majority of her classmates and the faculty of the Academy, was surprised and displeased by the arrival of Thrawn, an alien from the Unknown Regions who defied the xenophobia running rampant throughout the Galactic Empire, and so she conspired with Spenc Orbar and several other classmates to get rid of him. First, she and Orbar invited Thrawn to the metallurgy lab to gamble, an activity strictly forbidden by the Academy, in an effort to get him caught doing so. This attempt failed when Thrawn brandished a lieutenant's plaque Commandant Deenlark, the president of the Academy, had given him in order to hasten his graduation. When an instructor Orbar had discreetly called for burst in, he saw the plaque and had no choice but to leave them to their activities, as lieutenants were allowed in the metallurgy lab. Turuy, Orbar, and their fellow conspirators resorted to physically attacking Thrawn, but thanks to intervention from Eli Vanto, Thrawn's aide, this attempt also failed. Thrawn and Vanto later reported the attack to Commandant Deenlark, who was surprised when Thrawn, instead of demanding that his assailants be punished, recommended that they be transferred to Skystrike Academy, as he had noted while under attack from them that they had displayed tremendous aptitude as fighter pilots. Deenlark granted Thrawn's request, and in a stroke of genius on Thrawn's part, Turuy and Orbar's co-conspirators disappeared without a trace, leaving them paranoid and unsure of their fate.
",,,Human,,Female,,Brown,Fair,Brown,
3458,Rosser Weno,Rosser_Weno,https://starwars.fandom.com/wiki/Rosser_Weno,"Rosser Weno was a human male who lived approximately thirty years after the Battle of Endor.
",,,Human,,Male,,,Dark,Black,
3459,Rotta,Rotta,https://starwars.fandom.com/wiki/Rotta,"Rotta, nicknamed ""Pedunkee Mufkin""  by his father and also nicknamed ""Stinky"" by Ahsoka Tano, was a male Hutt and the son of Jabba the Hutt. During the Clone Wars, he was secretly kidnapped by the Confederacy of Independent Systems, which was orchestrated by Count Dooku with help from Ziro, Rotta's great-uncle. The plot was meant to discredit the Jedi Order and scuttle negotiations between the Galactic Republic and the Hutts, but the Jedi were able to rescue him. He was kidnapped by Asajj Ventress and taken to the planet Teth. Then the Jedi came and got him. He then became sick and nearly died on his way to Tatooine, but survived thanks to Ahsoka Tano. After Anakin Skywalker and Tano evaded Dooku, who tried to kill Rotta and blame the Jedi, Rotta was returned to his father.
",,,Hutt,Tatooine,Male,0.43,Orange,Greyish-green,,
3460,Royke,Royke,https://starwars.fandom.com/wiki/Royke,"Royke was a Besalisk male and a student at a school on Merokia. He often harassed Karr Nuq Sin, a fellow student who was sensitive to the Force.
",,,Besalisk,,Male,,,,,
3461,Roz  (Flurrg),Roz_(Flurrg),https://starwars.fandom.com/wiki/Roz_(Flurrg),"Roz was a female Flurrg who lived on Takodana.
",,,Flurrg,Takodana,Female,,Pink,Pink,,
3462,Roz Fantanine,Roz_Fantanine,https://starwars.fandom.com/wiki/Roz_Fantanine,"Roz Fantanine was a male Fantanine who held the position of Magnate Imperium within the Ben Diffle Fantanines. His nephew, Kako Fantanine, was the administrator of a mining colony owned by the Fantanines. When Kako became too incompetent to run the facility, Fantanine searched for an outsider that could dismiss him and take care of the operation for some time. On Burnin Konn, he tracked down Baron Administrator Lando Calrissian of Cloud City, offering him ownership of the mining colony in exchange for removing his nephew from power. Calrissian took the offer, but later discovered that the Fantanines were exploiting the native species of the planet and sabotaged the operation. Fantanine withdrew the offer and the funds he had sent to Calrissian.
",,,Fantanine,,Male,,Orange,Green,,
3463,Rralla,Rralla,https://starwars.fandom.com/wiki/Rralla,"Rralla was a male Wookiee youngling who was inside the Tabor Hospital on Protobranch when a solar storm hit the planet and disabled its antigrav platforms. Along with Doctor Pira, Rralla and the other younglings were rescued from the wreckage of the hospital by the Jedi Padawans Dooku and Sifo-Dyas.
",,,Wookiee,,Male,,,,,
3464,Rrrn,Rrrn,https://starwars.fandom.com/wiki/Rrrn,"Rrrn was a Southern Mustafarian who lived on the planet Mustafar during the Imperial Era as a member of a clan led by Father Kkkt. Rrrn was part of a scouting party sent to investigate an object that had crashed on the planet. Upon arrival, the Mustafarian group was attacked by the Dark Lord of the Sith Darth Vader. Rrrn, the sole survivor of the ambush, alerted Kkkt of the threat. Kkkt then contacted the nearby Mustafarian clanholds and formed a union against the Sith Lord and his forces.
",,,Mustafarian,,None,,,,,
3465,RS-2112,RS-2112,https://starwars.fandom.com/wiki/RS-2112,"RS-2112 was a stormtrooper of the First Order's 709th Legion. RS-2112 was one of several stormtroopers deployed to Batuu, and accompanied a stormtrooper sergeant to confront the criminal Kendoh Voss in Dok-Ondar's Den of Antiquities. When the sergeant ordered RS-2112 to intimidate Voss, the stormtrooper complied, striking her associate Wooro with a Z6 riot control baton.
",,,Human,,None,,,,,
3466,RS-318,RS-318,https://starwars.fandom.com/wiki/RS-318,"RS-318 was a First Order stormtrooper who was stationed on Batuu as part of the 709th Legion. RS-318 spoke with CF-8011, questioning point of the 709th Legion's deployment to the planet.
",,,Human,,None,,,,,
3467,Ru Vushan,Ru_Vushan,https://starwars.fandom.com/wiki/Ru_Vushan,"Ru Vushan was a male Kage who was a member of the Dreamers. He was the father of Sadori Vushan, and husband of Halia Vushan.
",,,Kage,,Male,,Pink,Gray,,
3468,Rubix,Rubix,https://starwars.fandom.com/wiki/Rubix,"Duke Rubix was a human male from the planet Shu-Torun who held the position of ore-duke during the reign of the Galactic Empire. When the Imperial Sith Lord Darth Vader visited Shu-Torun, the King of Shu-Torun arranged for a ball to be held in the royal palace which Rubix attended with his daughter. At the ball, the duke's daughter wished to dance with Vader, and so Rubix approached the Sith and demanded he dance. After Vader refused, Rubix persisted in his demands until the Imperial used the Force to lift the duke into the air and twirl him around, before dropping him. A number of troops working for the king then ambushed Vader, causing the guests of the ball to flee.
",,,Human,Shu-Torun,Male,,Dark,Fair,Brown,
3469,Rudaga,Rudaga,https://starwars.fandom.com/wiki/Rudaga,"Rudaga was a Dug merchant who owned an antique store on Otor's Hub. Like many of the merchants on the space station, he would deal in black market items, as well as slaves, and also spy for the Galactic Empire for additional income. Due to the unsavory nature of his work, Rudaga had Trandoshan bodyguards in his employ. In 0 ABY, Rudaga was approached by the Empire to take in one of their spies, Inferno Squad member Seyn Marana, who would pose as his slave. Marana's plan was to be captured by members of the Partisan remnant cell, called the Dreamers. The Dreamers were known to be making their rounds on Otor's Hub, liberating slaves and dealing any blows they could to allies of the Empire. When the Dreamers arrived at Rudaga's store, Marana assured the Dug that he would be safe. In truth, Marana's words were only meant for comfort and the rebels killed him in his office.
",,,Dug,,Male,,,,,
3470,Ruen,Ruen,https://starwars.fandom.com/wiki/Ruen,"Ruen was a male human who resided in the Wreck Belt of Lotho Minor at the time of the Galactic Civil War. Shortly after the battle of Vrogas Vas, Ruen was approached by 0-0-0 and BT-1, droids working with Aphra, an acquaintance of Ruen. The droids requested repair and supplies, and Ruen agreed to help. However, Ruen discovered that 0-0-0 was programmed with the Triple-Zero protocol personality matrix, a stolen personality matrix with a significant recovery reward. Ruen tried to apprehend the 0-0-0, but the two droids rigged his workshop to explode and killed him.
",,,Human,,Male,,Blue,Light,Blond,
3471,Ruescott Melshi,Ruescott_Melshi,https://starwars.fandom.com/wiki/Ruescott_Melshi,"Ruescott Melshi was a human male sergeant in the Alliance to Restore the Republic Special Forces during the Galactic Civil War against the Galactic Empire. A close friend of Rebel Alliance Intelligence Service Captain Cassian Andor, Melshi was a veteran soldier and a respected commander, leading his troops by personal example. In 0 BBY, when the Alliance learned about the existence of the Empire's Death Star superweapon, Melshi led a rebel extraction team during the rescue of Jyn Erso—daughter of Galen Erso, the Death Star project's chief engineer—from a labor camp on the planet Wobani.
",,,Human,,Male,1.83,Brown,Light,Black,
3472,Rufork Tamson,Rufork_Tamson,https://starwars.fandom.com/wiki/Rufork_Tamson,"Rufork Tamson, nicknamed ""Sharp Tooth,"" was a Karkarodon stunt racer who was part of the Mon Cal opera players but injured a fin during a performance of ""The Neka-Chisler."" After the injury, Tamson joined the Gullet Gang, led by former Partisans Cycyed Ock and Kullbee Sperado. While part of the Gullet Gang, the group completed a heist on the aquatic planet of Iskalon, where they stole one of the treasure caches that the pirate Maz Kanata wrote of in her Smuggler's Guide, a book that was owned by Ock at the time. Although the heist was successful, Tamson and the Gullet Gang were caught and imprisoned at the Megalox Beta penitentiary after stashing the treasure.
",,,Karkarodon,,None,,Black,Blue and white,,
3473,Rugor Nass,Rugor_Nass,https://starwars.fandom.com/wiki/Rugor_Nass,"Rugor Nass was a Gungan male who served as the Boss of the Gungan people during the Trade Federation's invasion of Naboo. Nass governed the Gungans from the city of Otoh Gunga within Naboo's oceans, keeping a close eye on Gungan affairs and, for a time, ensuring that the Gungans and the human population of Naboo did not interact. He initially refused to help the Naboo during the invasion, rejecting Jedi Master Qui-Gon Jinn and Padawan Obi-Wan Kenobi when they requested it, but ultimately had a change of heart when Queen Padmé Amidala knelt and pleaded her case before him in behalf of the Naboo and the Gungans, promising that administration the planet's affairs would be shared between the two races from that time forth. After the Battle of Naboo, in which the Naboo and the Gungans were victorious over the Federation, Nass joined Queen Amidala in peace. Nass' tenure as Boss ended sometime before or during the Clone Wars, and he attended Amidala's funeral after her death at the end of the war.
",,,Gungan,Naboo,Male,2.06,Yellow,Green,,
3474,Ruk,Ruk,https://starwars.fandom.com/wiki/Ruk,"Ruk was a male Keredian who was a member of the Tech Masters. The Tech Masters ruled over the planet Trionak, keeping it a secret for centuries.
",,,Keredian,,Male,,,Tan,,
3475,Rukh,Rukh,https://starwars.fandom.com/wiki/Rukh,"Rukh was a male Noghri from Honoghr who served as the bodyguard and assassin of Imperial Grand Admiral Thrawn. Thrawn used Rukh's name as the override command for his sparring droids. Rukh was an excellent tracker and fighter with a strong senses of smell. During Darth Vader's mission with Thrawn, Rukh snuck around the barracks where Vader's personal forces resided, clearly not trusting them. In 1 BBY, Thrawn employed Rukh's services in hunting down members of the Spectres rebel cell and the Lothal resistance group. Rukh played an important role in capturing the Spectres leader and Rebel Alliance General Hera Syndulla during the failed attack on Lothal. Rukh would later see further action against the Spectres in the lead up to the Liberation of Lothal. Rukh perished at the hands of Garazeb Orrelios, who electrocuted him while fighting inside the Imperial Complex.
",,,Noghri,Honoghr,Male,,Blue,Gray,,
3476,Rum Sleg,Rum_Sleg,https://starwars.fandom.com/wiki/Rum_Sleg,"The humanoid bounty hunter Rum Sleg spent time in Mos Espa spaceport on the planet Tatooine in the year 32 BBY. While in the spaceport, he passed by a DRK-1 Dark Eye probe droid shortly before attending the Boonta Eve Classic podrace in the Mos Espa Grand Arena. He sat in the arena's stands and cheered for the Dug podracer Sebulba, who ultimately lost to the human racer Anakin Skywalker.
",,,Humanoid,,Male,,,,,
3477,Rumi Paramita,Rumi_Paramita,https://starwars.fandom.com/wiki/Rumi_Paramita,"Rumi Paramita was a female Frenk who worked as a bounty hunter during the Clone Wars. She was a member of a cadre of bounty hunters led by the Zabrak mercenary Sugi, who were hired to defend a village of Felucian farmers from the Ohnaka Gang on the planet Felucia. She was armed with the IQA-11 sniper rifle. She was killed by Pikk Mukmuk during a skirmish between the bounty hunters and the Ohnaka Gang.
",,,Frenk,,Female,,Blue,Pink,,
3478,Rumitar Shay,Rumitar_Shay,https://starwars.fandom.com/wiki/Rumitar_Shay,"Rumitar Shay was a human male officer who served in the military branch of the First Order. Holding the rank of Scan Ops Petty Officer, he worked on the Mega-class Star Dreadnought Supremacy—Supreme Leader Snoke's flagship and headquarters of the First Order. Despite his rank, he was very young and was technically a junior officer, due to the various members of the First Order being trained for direct combat since birth.
",,,Human,,Male,,Dark,Tanned,Dark,
3479,Rune Haako,Rune_Haako,https://starwars.fandom.com/wiki/Rune_Haako,"Rune Haako was a male Neimoidian official of the Trade Federation and a high ranking member of the Separatist Council.
",,,Neimoidian,,Male,1.96,Red,Green,,
3480,Rununja,Rununja,https://starwars.fandom.com/wiki/Rununja,"Rununja was a Duros female who held the callsign Riot Leader in the New Republic's Riot Squadron.
",,,Duros,,Female,,Red,Steel-blue,,
3481,Rupo Ud,Rupo_Ud,https://starwars.fandom.com/wiki/Rupo_Ud,"Rupo Ud was a human male professor and archaeologist. He served the Galactic Empire as an archaeological consultant for its Project Swarm, an operation to track down the base of the Rebel Alliance. When Central Isopter pilgrims shot down one of the project's probe droids over Ash Moon 1, Ud claimed it was the work of rebels, though in reality he only wished to investigate the ancient archaeological site on the moon. After arriving on Ash Moon 1, the team learned it was not home to a rebel base, while Ud was fascinated by the discoveries he found. The rogue archaeologist Chelli Aphra, placed on the team by Darth Vader, got Ud killed by an ancient trap so that she could be in charge of the team.
",,,Human,,Male,,Gray,Light,Gray,
3482,Rur,Rur,https://starwars.fandom.com/wiki/Rur,"Rur was a Force-sensitive male human who lived long before the Galactic Civil War. He led the Ordu Aspectu, a splinter group of the Force-using Jedi Order that sought to achieve immortality. After waging war against each other for some time, the Jedi and the Ordu ended up signing a peace treaty.
",,,Human,,Male,,,Light,White,
3483,Rush  (pilot),Rush_(pilot),https://starwars.fandom.com/wiki/Rush_(pilot),"""Rush"" was the nickname of a human individual who served as a pilot in the First Order during the New Republic Era. Rush piloted a TIE/vn space superiority fighter, and at one point attacked and destroyed another starship above a snowy terrestrial body. Rush thrived with adrenaline while in combat.
",,,Human,,None,,,,,
3484,Rush  (rebel),Rush_(rebel),https://starwars.fandom.com/wiki/Rush_(rebel),"Rush was a human male soldier for the Alliance to Restore the Republic. He was known to carry thermal detonators with him on missions. During the Galactic Civil War between the Alliance and the Galactic Empire, Rush was detained by Imperial troops on the planet Jedha. He was eventually rescued by fellow rebel soldiers.
",,,Human,,Male,,Brown,Dark,,
3485,Rush Clovis,Rush_Clovis,https://starwars.fandom.com/wiki/Rush_Clovis,"Baron Rush Clovis was a human male politician from the planet Scipio. Once a member of the Galactic Senate, Clovis worked closely with Senator Padmé Amidala early in her career. The two were romantically linked, until she insisted they return their relationship to a strictly professional level. With regret, Clovis respected her wishes. He continued to serve his people in the Senate, and became an influential representative of the InterGalactic Banking Clan. When the Clone Wars erupted, Clovis secretly betrayed the Galactic Republic to join the Confederacy of Independent Systems.
",,,Human,Scipio,Male,1.92,Green,Light,Brown,
3486,Rush Clovis's father,Rush_Cloviss_father,https://starwars.fandom.com/wiki/Rush_Clovis%27s_father,"The father of Rush Clovis served as the personal attaché of one of the head Muun families in the InterGalactic Banking Clan. When his son was twelve, he, Clovis's other parent, and the wife of the head Muun died in a shuttle accident, leaving a young Clovis to be adopted by the Muun family.
",,,Huma,,Male,,,,,
3487,Rusko,Rusko,https://starwars.fandom.com/wiki/Rusko,"Rusko was a Karkarodon male who worked as the second-in-command of Oga Garra, the crime boss of Black Spire Outpost on the planet Batuu. He eventually sided with the First Order's Lieutenant Wulfgar Kath, but was killed when Kath's transport was rigged to explode by Resistance slicer Kriki.
",,,Karkarodon,,Male,,Black,Moss-gray,,
3488,Rutar Nuat,Rutar_Nuat,https://starwars.fandom.com/wiki/Rutar_Nuat,"Rutar Nuat was a Sullustan male that was born on Sullust. After his brother Surat killed their parents, Rutar fought with his sibling from the shadows for years. In their final battle, Rutar took his brother's eye but was frozen in carbonite by Surat. His frozen body later made up the surface of Surat desk that laid in his alcazar.
",,,Sullustan,Sullust,Male,,,,,
3489,Rute Gunnay,Rute_Gunnay,https://starwars.fandom.com/wiki/Rute_Gunnay,"Rute Gunnay was a Neimoidian male who served as an advisor to Trade Federation Viceroy Nute Gunray during the Clone Wars and final years of the Galactic Republic. Gunnay, along with the Separatist Council, met his demise at the hands of Darth Vader on the planet Mustafar.
",,,Neimoidian,,Male,,Red,Green,,
3490,Ruthford,Ruthford,https://starwars.fandom.com/wiki/Ruthford,"Ruthford was a human male stormtrooper captain who served with a new generation of stormtroopers during the rise of the First Order. A veteran of the Galactic Empire, Ruthford preferred his original stormtrooper armor over the version worn by younger troopers. He accompanied Kylo Ren to the Benathy homeworld due to his prior experience with the species while serving under the Sith Lord Darth Vader. During the battle, Ruthford witnessed Ren slay a Zillo Beast which caused the remaining Benathy to submit to the First Order warlord.
",,,Human,,Male,,Gray,Light,,
3491,Ruuf Waluuk,Ruuf_Waluuk,https://starwars.fandom.com/wiki/Ruuf_Waluuk,"Ruuf Waluuk was a male Kupohan mechanic who worked for Azzur Nessin in the city Tonekh during the Galactic Civil War. When the Desert Jewel arrived with Luke Skywalker, Waluuk worked on the starship. He told Skywalker that the ion engines were ruined and that it had to be replaced. The next day Luke and Drusil Bephorin checked Nessin's workers and they found two Kupohan who could have possibly been traitors, Waluuk and Migg Birkhit. Waluuk looked innocent when Skywalker captured Migg and Barrisk Favvin, an ISB agent. But when Skywalker started departing he and a Devaronian mercenary shot Azzur and tried to kill Skywalker also. Waluuk was killed by Skywalker when he shot him in the chest.
",,,Kupohan,Kupo,Male,,Dark,Light,,
3492,Ruul,Ruul,https://starwars.fandom.com/wiki/Ruul,"Ruul was a Dathomirian Zabrak male who was part of the Nightbrothers during the Clone Wars.
",,,Zabrak,Dathomir,Male,,,,,
3493,Ruwee Naberrie,Ruwee_Naberrie,https://starwars.fandom.com/wiki/Ruwee_Naberrie,"Ruwee Naberrie was a human male and a member of the Naberrie family. He was the father of Sola Naberrie and Padmé Amidala. During his lifetime, his strongest ally in the Galactic Senate was Onaconda Farr of Rodia. His daughter Padmé became elected queen and later member of the Senate of the Galactic Republic for their homeworld.
",,,Human,,Male,,Blue,Light,Brown,
3494,Ry Nymbis,Ry_Nymbis,https://starwars.fandom.com/wiki/Ry_Nymbis,"Ry Nymbis was a Twi'lek Sith male who was active during the time when the planet Moraband was still known as Korriban. Nymbis served as the apprentice of the Sith Lord Darth Caldoth.
",,,Twi'lek,Ryloth,Male,,,,,
3495,Ryad,Ryad,https://starwars.fandom.com/wiki/Ryad,"Ryad was a human female countess who served as a TIE fighter pilot within the Galactic Empire. As a member of the Imperial Starfighter Corps, Ryad wore standard Imperial pilot uniform that had yellow stripes, and flew a red TIE/d ""Defender"" Multi-Role Starfighter. She was light skinned and had blonde hair.
",,,Human,,Female,,,Light,Blonde,
3496,Rycar Ryjerd,Rycar_Ryjerd,https://starwars.fandom.com/wiki/Rycar_Ryjerd,"Rycar Ryjerd was a Bimm weapons smuggler who spoke Jawaese. Ryjerd was present in Chalmun's Spaceport Cantina in Mos Eisley, Tatooine, on the day that Obi-Wan Kenobi and Luke Skywalker met Han Solo and Chewbacca.
",,,Bimm,,Male,,,Fair,Gray,
3497,Ryden,Ryden,https://starwars.fandom.com/wiki/Ryden,"Ryden was a male human who led a rebel cell headquartered on Imvur. In 4 BBY, he and his men raided Viggen's Imperial base to steal its supplies. In retaliation, Viggen assault the rebels' headquarters with two AT-AT walkers. With the help of the Jedi Kanan Jarrus and the clone trooper Rex, Ryden managed to fend off Viggen's attack before leaving Imvur in an evac ship.
",,,Human,,Male,,Amber,Dark,Brown,
3498,Ryder Azadi,Ryder_Azadi,https://starwars.fandom.com/wiki/Ryder_Azadi,"Ryder Azadi was a human male who held the rank of Moff and served as the Governor of the Lothal sector during the early years of the Galactic Empire's reign over the Outer Rim planet. He supported the revolutionary broadcasts of Lothalites Ephraim and Mira Bridger, leading to his arrest and imprisonment alongside the Bridgers. While in prison, the former Governor was labeled as ""Prisoner X10."" He escaped four years before the Battle of Yavin, after the Bridgers organized a prison break. The Bridgers were killed during their escape, so Azadi returned to Lothal to find their son, Ezra Bridger. Ezra, however, found him first after seeing him and his parents in a vision, so Azadi broke the news that his parents had been killed.
",,,Human,Lothal,Male,,Blue,Copper,White,
3499,Ryiin,Ryiin,https://starwars.fandom.com/wiki/Ryiin,"Ryiin was a female Twi'lek from the planet Ryloth who worked as an escort. On one ocassion, an Imperial officer tried to fraternize with her. However, the Twi'lek Isval, a former escort, appeared on scene and viciously assaulted the officer, rescuing Ryiin from a life of explotaition due her past experiences as an escort.
",,,Twi'lek,Ryloth,Female,,,,,
3500,Rylon,Rylon,https://starwars.fandom.com/wiki/Rylon,"Rylon was an Imperial sergeant who was stationed on Jakku shortly before the Battle of Jakku. He was among the forces that had relocated to the barren desert world under the orders of Counselor to the Empire Gallius Rax. He punished stormtrooper RK-242 when he voiced the opinion that he did not want to be on Jakku anymore.
",,,Human,,Male,,,,,
3501,Rylou Watmill,Rylou_Watmill,https://starwars.fandom.com/wiki/Rylou_Watmill,"Rylou Watmill was a male human who lived and worked on Lothal. Approximately five years before the Battle of Yavin, he became a target of the Galactic Empire's stormtroopers.
",,,Human,,Male,,Brown,Fair,Brown,
3502,Ryn Biggleston,Ryn_Biggleston,https://starwars.fandom.com/wiki/Ryn_Biggleston,"Ryn Biggleston was a female human who was partners with the Balosar BeeLee Amdas. After betraying and killing Amdas by poisoning her drink, Biggleston underwent a facial reconstruction performed by crypto surgeons Thromba and Laparo in a lab rented from Maz Kanata on Takodana.
",,,Human,,Female,,,,Red,
3503,Ryoo Naberrie,Ryoo_Naberrie,https://starwars.fandom.com/wiki/Ryoo_Naberrie,"Ryoo Naberrie was a human female child and the daughter of Sola Naberrie. She was also the maternal niece of Padmé Amidala and the Jedi Knight Anakin Skywalker, making her the cousin to Luke Skywalker and Leia Organa. Born into the Naberrie family in 28 BBY, she was raised on her people's home planet of Naboo during the final years of the Galactic Republic. After the Clone Wars, Naberrie attended the funeral of her mother's sister, the late senator Padmé Amidala.
",,,Human,,Female,,Brown,Fair,Brown,
3504,Rys,Rys,https://starwars.fandom.com/wiki/Rys,"""Rys"" was the nickname of a diplomatic service clone shock trooper who served in the Grand Army of the Republic during the Clone Wars. A part of the Coruscant Guard, he accompanied Jedi Grand Master Yoda together with squadmate Jek and Lieutenant Thire on a mission to meet with the Toydarian King Katuunko on the moon Rugosa in 22 BBY. Upon arriving at Rugosa, the Republic cruiser carrying Yoda and the clones came under attack from the Separatists and was forced to flee after deploying the four to the moon's surface in an escape pod.
",,,Human,Kamino,Male,1.83,Brown,Tan,Black,
3505,Rystáll Sant,Rystáll_Sant,https://starwars.fandom.com/wiki/Ryst%C3%A1ll_Sant,"Rystáll Sant was a female human-Theelin hybrid singer and dancer who worked for the Max Rebo Band. During the Galactic Civil War, she performed with the band in the palace of Jabba the Hutt.
",,,Human-Theelin hybrid,Coruscant,Female,1.7,Yello,White ,Crimson,
3506,Rythus,Rythus,https://starwars.fandom.com/wiki/Rythus,"Rythus was a male Petrusian who worked at the Imperial outpost of Kullgroon. After the Galactic Empire enslaved the workers at the outpost, Rythus contacted his daughter Kristiss and informed her that the stormtrooper security force was turning over in three days and that whilst their numbers were low, the slaves could overtake the troopers and gain their freedom.
",,,Petrusian,Petrusia,Male,,,,,
3507,Réillata,Réillata,https://starwars.fandom.com/wiki/R%C3%A9illata,"Réillata was a human female from Naboo. Born circa 50 BBY, she twice served as the monarch of her people, the Naboo. The first time was a two-year term in around 36 BBY, when Padmé Amidala—a future queen of Naboo herself—was still a young girl. Upon stepping down, she became a moderately successful opera singer. Her second term started in 28 BBY, after Amidala's four-year reign ended. Réillata ran again for the election, campaigning on the experience and stability her years afforded her. Although she was an older candidate than tradition dictated, she was elected queen once again, beating Jamillia.
",,,Human,Naboo,Female,1.65,,,,
3508,Réillata's niece,Réillatas_niece,https://starwars.fandom.com/wiki/R%C3%A9illata%27s_niece,"This human female was the niece and handmaiden of Queen Réillata. In 28 BBY, she attended Réillata's second coronation at the Theed Royal Palace, and as her aunt descended a set of stairs, she followed behind. After Réillata reached the palace's throne room, the niece and two other handmaidens waited at the door whilst Réillata took the throne. Saché, a handmaiden of Réillata's predecessor Padmé Amidala, noted that Réillata's niece was younger than she had been when she entered Amidala's service.
",,,Human,Naboo,Female,,,,,
3509,Sa'Kalla,SaKalla,https://starwars.fandom.com/wiki/Sa%27Kalla,"Sa'Kalla was a female Drabatan singer who was one of the most vocal opponents of the Galactic Empire after its formation. She wrote popular protest songs condemning the tyranny of the Empire. In response, the Empire blockaded the Drabatan homeworld of Pipada and deployed garrisons of swamptroopers to its surface and eventually Sa'Kalla was captured by the Empire.
",,,Drabatan,Pipada,Female,,,,,
3510,Sabine Wren,Sabine_Wren,https://starwars.fandom.com/wiki/Sabine_Wren,"Sabine Wren was a human female Mandalorian warrior and revolutionary leader during the early rebellion against the Galactic Empire. Her artistry during the rebellion inspired the symbol of the Alliance to Restore the Republic, and her claim over the ancient Mandalorian weapon known as the Darksaber made her a symbol to Clan Wren and the hopes of freeing her people's homeworld of Mandalore from the rule of the Empire.
",,,Human,Krownest,Female,1.7,Brown,Tan,Multi-colored,52 kilograms
3511,Sablix Veen,Sablix_Veen,https://starwars.fandom.com/wiki/Sablix_Veen,"Sablix Veen was a human female fashion designer and model who in 10 BBY attended a party aboard First Light, the star yacht of Crimson Dawn's leader Dryden Vos while the ship was moored on the planet Vandor. She hoped her appearance at the party would boost her career.
",,,Human,,Female,,Brown,Tan,Black,
3512,Sabo,Sabo,https://starwars.fandom.com/wiki/Sabo,"Sabo was a male Weequay Pirate who served as a member of Hondo Ohnaka's pirate gang during the Clone Wars. When Sabo and a group of pirates were captured by the renegade Sith Lords Maul and Savage Opress, they blackmailed the pirates, including Sabo, into their service, planning to use them to take control of their base on the planet Florrum. When Sabo refused to join them, he was executed.
",,,Weequay,,Male,,,,,
3513,Sabé,Sabé,https://starwars.fandom.com/wiki/Sab%C3%A9,"Sabé , formerly known as Tsabin, was a human female who hailed from the planet Naboo during the late era of the Galactic Republic. Serving as a handmaiden in the Royal House of Naboo, Sabé was duty-bound to protect Queen Padmé Amidala—the elected ruler of the people of Naboo—against any threat. As such, she impersonated Amidala during the Invasion of Naboo in order to keep her safe from the Trade Federation.
",,,Human,Naboo,Female,1.65,Brown,Light,Brown,
3514,Sabé's mother,Sabés_mother,https://starwars.fandom.com/wiki/Sab%C3%A9%27s_mother,"This human female was the mother of Tsabin, who later took the name Sabé after she became a handmaiden of Queen Padmé Amidala. By the time Amidala served as Naboo's senator four years later, Sabé noted that her parents no longer called her Tsabin. Following Amidala's funeral in 19 BBY, Sabé returned to her home in Theed. Whilst at her home, her comm chinned. Believing it might have been her mother, Sabé ignored it as she didn't want to talk, though in actuality it was Senator Bail Organa.
",,,Human,,Female,,,,,
3515,Sache Skareet,Sache_Skareet,https://starwars.fandom.com/wiki/Sache_Skareet,"Sache Skareet was a human female soldier of the Resistance. She served the Resistance during its conflict with the First Order.
",,,Human,,Female,,,,,
3516,Saché,Saché,https://starwars.fandom.com/wiki/Sach%C3%A9,"Saché, born Sashah Adova, was a female human who served as one of the handmaidens of Amidala, Queen of Naboo. During the Invasion of Naboo, Saché and Yané remained behind as her sovereign and the other handmaidens fled Naboo with Jedi Master Qui-Gon Jinn and his Padawan, Obi-Wan Kenobi. Whilst she remained on Naboo, Saché carried messages for a resistance group until she was caught by droids and subject to interrogation by the Trade Federation, which resulted in a large collection of scars around her neck, body and arms. During the interrogation, Saché saved the lives of members of the Royal Naboo Security Forces by refusing to name them.
",,,Human,Naboo,Female,1.6,Brown,Fair,Brown,
3517,Sadao Emtri,Sadao_Emtri,https://starwars.fandom.com/wiki/Sadao_Emtri,"Sadao Emtri was a male Zabrak who served as a colonel in the Imperial Security Bureau during the reign of the Galactic Empire. At one point, Emtri deployed an Imperial-class Star Destroyer and Imperial Storm Commandos during a tournament in the Nouane sector that was actually a trap by the Empire to capture suspected Force-sensitives.
",,,Zabrak,,Male,,,,,
