Name,Link,Descr,Gender,Species/Race,Blood,School,Profession
Mr. Evans,https://www.hp-lexicon.org/character/evans-family/mr-evans/,,Male,unknown,Unknown,Unknown,Unknown
Mrs. Evans,https://www.hp-lexicon.org/character/evans-family/mrs-evans/,,Female,unknown,Unknown,Unknown,Unknown
Everard,https://www.hp-lexicon.org/character/everard/,Everard was a headmaster of Hogwarts. His portrait in the head’s office shows him with sallow skin and black hair (OP21)… ,Male,wizard,Unknown,Hogwarts - Staff,Headmaster of Hogwarts
Fabian Prewett,https://www.hp-lexicon.org/character/prewett-family/fabian-prewett/,"Fabian Prewett was a brother of Molly (Prewett) Weasley (JKR, OP9). He died heroically in the first wizarding war. ",Male,wizard,Pure blood,Unknown,Unknown
Fabius Watkins,https://www.hp-lexicon.org/character/fabius-watkins/,Fabius Watkins is a Quidditch player. He was a Chaser for the Montrose Magpies and also their Team Captain (c. 1960s-1970s). He was killed in a collision with a helicopter (WoM). ,Male,wizard,Unknown,Unknown,Professional Quidditch player (Team Captain and Chaser)
Falco Aesalon,https://www.hp-lexicon.org/character/falco-aesalon/,Falco Aesalon was an ancient Greek wizard and the first recorded example of an Animagus. He could transform himself into a falcon (FW). ,Male,wizard,Unknown,Unknown,Unknown
Perpetua Fancourt,https://www.hp-lexicon.org/character/perpetua-fancourt/,"Perpetua Fancourt was the inventor of the lunascope (FW). Fancourt attended Hogwarts, where she was in Ravenclaw House. She must have been rather young when she invented the lunascope, since she was born in 1900 (FW) and lunascopes were around by 1926 (WFT). ",Female,witch,Unknown,Hogwarts - Ravenclaw,Unknown
Fang,https://www.hp-lexicon.org/character/fang/,"Fang was Hagrid’s pet and companion, an enormous black boarhound (PS8, GF13) with a booming bark (CS15). The boarhound is another name for the Great Dane. Boarhounds have a reputation for being gentle, even with small children, even though they earned their name… ",Male,"dog, specific breed: boarhound (also known as a great dane)",Unknown,Unknown,Unknown
"Faris ""Spout-hole"" Spavin",https://www.hp-lexicon.org/character/faris-spout-hole-spavin-2/,"Faris “Spout-hole” Spavin was the longest-serving Minister for Magic, from 1865-1903. Spavin was asked to leave office at the advanced age of 147 because of his eccentric behavior (Pm). ",Male,wizard,Unknown,Unknown,Minister for Magic
Gemma Farley,https://www.hp-lexicon.org/character/gemma-farley/,Gemma Farley was a Slytherin prefect (Pm). ,Female,witch,Unknown,Hogwarts - Slytherin,Unknown
The Fat Friar,https://www.hp-lexicon.org/character/the-fat-friar/,"The Fat Friar is the house ghost of Hufflepuff.  He is a jolly, friendly ghost who cheerfully wishes the first years good day and hopes they’ll be in Hufflepuff (PS7). He was executed after senior churchmen found it suspicious that he could cure the pox by pointing a stick at… ",Male,ghost,Unknown,Hogwarts - Hufflepuff,Friar
The Fat Lady,https://www.hp-lexicon.org/character/fat-lady/,"The Fat Lady is a painting of a large woman in a pink silk dress which hangs over the round doorway into the Gryffindor Common Room. To gain admittance to through the portrait hole, a person must give the correct password to the Fat Lady, in which case she swings… ",Female,witch,Unknown,Unknown,Unknown
Franziska Faust,https://www.hp-lexicon.org/character/franziska-faust/,Franzinska Faust was the Quidditch team manager for the German National Team at the 2014 Quidditch World Cup. Her team’s participation in the 2014 Quidditch World Cup was cut short after an accident to their Seeker in their first match in the tournament against the Welsh National side. Faust reported that… ,Female,witch,Unknown,Unknown,Quidditch team manager
Miss S. Fawcett,https://www.hp-lexicon.org/character/fawcett-family/miss-s-fawcett/,"Miss S. Fawcett was Ravenclaw student at Hogwarts from 1991 to 1998 (CS11, GF16, GF23) Possibly part of the Fawcett family of Ottery St. Catchpole. Attended the Duelling Club in 1992 (CS11) and the Yule Ball in 1994 (… ",Female,witch,Unknown,Hogwarts - Ravenclaw,Unknown
Fawkes,https://www.hp-lexicon.org/character/fawkes/,"Fawkes was the pet phoenix of Albus Dumbledore, who used what appears to be one of Fawkes’ scarlet body-feathers as a quill (OP38). The wands of  Harry and Voldemort each contain a feather from Fawkes’ tail (GF36). When Fawkes is asked to keep watch and give warning, or… ",NaN,phoenix,Unknown,Unknown,Unknown
Hector Fawley,https://www.hp-lexicon.org/character/fawley-family/hector-fawley/,"A flamboyant Minister for Magic during the years before World War II, 1925 – 1939 (Pm). ",Male,wizard,Pure blood,Unknown,Minister for Magic
Felix Summerbee,https://www.hp-lexicon.org/character/felix-summerbee/,Felix Summerbee was the inventor of Cheering Charms (FW). ,Male,wizard,Unknown,Unknown,Inventor
Fenrir Greyback,https://www.hp-lexicon.org/character/fenrir-greyback/,"Fenrir Greyback was a werewolf, low-level Death Eater, and friend of the Malfoy family. He killed for fun and especially enjoyed infecting children. Greyback was a follower of Voldemort since at least 1970s, though he was in it for the access to victims, not for ideological reasons. ",Male,werewolf,Unknown,Unknown,Unknown
Mervyn Fenwick,https://www.hp-lexicon.org/character/mervyn-fenwick/,"Mervyn Fenwick played Keeper for the Tutshill Tornados Quidditch team during the 1990s (DP2). He was affected by a bout of sleeping sickness during a match against the Ballycastle Bats, possibly caused by Bats’ captain Finbar Quigley hitting him with a Bludger (DP2). ",Male,wizard,Unknown,Unknown,Professional quidditch player (Keeper)
Ferdinand Jägendorf,https://www.hp-lexicon.org/character/ferdinand-jagendorf/,Ferdinand Jägendorf was the coach and manager for the Liechtenstein National Team at the 2014 Quidditch World Cup. ,Male,wizard,Unknown,Unknown,Quidditch team manager
Fergus,https://www.hp-lexicon.org/character/fergus/,,Male,unknown,Unknown,Unknown,Unknown
Fifi LaFolle,https://www.hp-lexicon.org/character/lafolle-fifi/,Fif LaFolle was the author of the Enchanted Encounters romance series (WoM). ,Female,witch,Unknown,Unknown,Author
Finbar Quigley,https://www.hp-lexicon.org/character/finbar-quigley/,"Finbar Quigley is the Captain of the Ballycastle Bats quidditch team and plays in the position of Beater (DP1, DP2). If eligible to play for Ireland, he is possibly the same person as the Quigley who a member of the Irish National Team that won the 1994 Quidditch… ",Male,wizard,Unknown,Unknown,Professional Quidditch player and team captain (Beater)
Mr Finch-Fletchley,https://www.hp-lexicon.org/character/finch-fletchley-family/mr-finch-fletchley/,"Justin Finch-Fletchley’s parents, who had him down for Eton until his Hogwarts letter arrived. His mother only felt better about the magic thing after Justin made her read some of Lockhart’s books (CS6). ",Male,unknown,Unknown,Unknown,Unknown
Mrs. Finch-Fletchley,https://www.hp-lexicon.org/character/finch-fletchley-family/mrs-finch-fletchley/,"Mrs. Finch-Fletchley was the Muggle mother of Justin Finch-Fletchley. After Justin’s Hogwarts letter arrived, Mrs. Finch-Fletchley was initially a bit unhappy that her son would not being attending Eton as planned. However, she may have become more enthusiastic after Justin had her read the books of Gilderoy Lockhart (CS6). ",Female,muggle,Muggle,Unknown,Unknown
Fingal the Fearless,https://www.hp-lexicon.org/character/fingal-the-fearless/,Legendary Irish wizard who is alleged to have been an Aingingein champion (QA2). ,Male,wizard,Unknown,Unknown,Unknown
Finn,https://www.hp-lexicon.org/character/finn/,Finn was a Bowtruckle who lived in Newt Scamander’s case (WFT). ,Male,bowtruckle,Unknown,Unknown,Unknown
Mrs. Finnigan,https://www.hp-lexicon.org/character/finnigan-family/mrs-finnigan/,Mrs. Finnigan was a witch and the mother of Seamus Finnigan (PS7). ,Female,witch,Unknown,Unknown,Unknown
Mr. Finnigan,https://www.hp-lexicon.org/character/finnigan-family/mr-finnigan/,Mr. Finnigan was Seamus Finnigan’s Muggle father (PS7)… ,Male,muggle,Muggle,Unknown,Unknown
Seamus Finnigan,https://www.hp-lexicon.org/character/finnigan-family/seamus-finnigan/,"Seamus Finnigan is an Irish boy with sandy hair, who is in the same Gryffindor dormitory as Harry. He is a half-blood: his father is a Muggle, and his mother didn’t tell his dad that she was a witch until after they were married, which was a “bit… ",Male,wizard,Half-blood,Hogwarts - Gryffindor,Student
Firenze,https://www.hp-lexicon.org/character/firenze/,"Firenze is a centaur with white-blond hair, palomino body, and blue eyes (PS15). He trusts humans more than the rest of the centaurs; he let Harry ride on his back in order to bring him to a safe place and helped him understand that Voldemort was lurking in the Forbidden Forest and planning to get the Philosopher’s… ",NaN,centaur,Unknown,Hogwarts - Staff,Divination teacher
Wilhelm Fischer,https://www.hp-lexicon.org/character/wilhelm-fischer/,Wilhelm Fischer was one of the twelve original Aurors recruited by MACUSA to hunt down Scourers. ,Male,wizard,Unknown,Unknown,Auror
O'Flaherty,https://www.hp-lexicon.org/character/oflaherty/,O’Flaherty is a name by which Professor Binns addressed Seamus Finnegan during a classroom discussion in November of 1992. ,NaN,unknown,Unknown,Unknown,Unknown
Ortiz O'Flaherty,https://www.hp-lexicon.org/character/ortiz-oflaherty/,"Ortiz O’Flaherty was an American and the author of Bigfoot’s Last Stand, a book about the Great Sasquatch Rebellion of 1892 (Pm). ",Male,wizard,Unknown,Unknown,Acclaimed author and Wizarding historian.
Nicolas Flamel,https://www.hp-lexicon.org/character/nicholas-flamel/,"Flamel is a celebrated alchemist (DH2) who is famous for creating the only known Philosopher’s Stone in existence. As a result, Flamel and his wife Perenelle (b. circa 1333) lived for over 600 years (PS17, JKR). Dumbledore did some alchemical work with him in… ",Male,wizard,Unknown,Beauxbatons - Student,Alchemist
Perenelle Flamel,https://www.hp-lexicon.org/character/perenelle-flamel/,Perenelle Flamel was Nicolas Flamel’s wife (PS17). She and her future husband met while attending Beauxbatons Academy (Pm). ,Female,witch,Unknown,Unknown,Unknown
Flavius Belby,https://www.hp-lexicon.org/character/flavius-belby/,"Flavius Belby survived a Lethifold attack while in Papua New Guinea in 1782. He wrote about the experience, revealing for the first time the existence of this terrible creature and also the fact that a Patronus Charm will drive a Lethifold away. Belby had at… ",Male,wizard,Unknown,Unknown,Unknown
Fleamont Potter,https://www.hp-lexicon.org/character/potter-family/fleamont-potter-2/,"Fleamont Potter was the father of James Potter and the inventor of Sleekeazy’s hair potion, the sale of which added to the family’s already vast wealth. When he retired, he sold the company for an enormous profit (Pm). Fleamont Potter inherited the Cloak of Invisibility from his father, a direct… ",Male,wizard,Pure blood,Hogwarts - Gryffindor,Potioneer
Fleetwood,https://www.hp-lexicon.org/character/fleetwood/,,Male,unknown,Unknown,Unknown,Unknown
Hedley Fleetwood,https://www.hp-lexicon.org/character/hedley-fleetwood/,"Hedley Fleetwood was a wizard whose Patronus took the form of a wooly mammoth. This was notable to Miranda Goshawk, who references him in the Book of Spells, because extinct Patronuses are exceptionally rare. (BoS)… ",Male,wizard,Unknown,Unknown,Unknown
Able Fleming,https://www.hp-lexicon.org/character/able-fleming/,"Able Fleming was president of the Magical Congress of the United States when it was based in Baltimore, Maryland, during the 1770s (Pm:MACUSA). ",Male,wizard,Unknown,Unknown,President of MACUSA circa 1770
Mundungus Fletcher,https://www.hp-lexicon.org/character/mundungus-fletcher/,"Mundungus Fletcher is a rather dodgy character, a crook whose shady business dealings are always getting him into trouble. However, he’s also a member of the Order of the Phoenix. ",Male,wizard,Half-blood,Unknown,Unknown
Laurentia Fletwock,https://www.hp-lexicon.org/character/laurentia-fletwock/,"Laurentia Fletwock was a breeder (and racer) of winged horses. She also campaigned to restrict travel by brooms (JKR, WoM). ",Female,witch,Unknown,Unknown,Winged horse breeder and activist
Josephina Flint,https://www.hp-lexicon.org/character/flint-family/josephina-flint/,Josephina Flint was an anti-Muggle Minister for Magic who held office from 1819 to 1827. ,Female,witch,Pure blood,Unknown,Minister for Magic
Marcus Flint,https://www.hp-lexicon.org/character/flint-family/marcus-flint/,"Marcus Flint was a Slytherin, Chaser and captain of the Slytherin Quidditch team for Harry’s first three years at Hogwarts. Harry thought he looked like he had troll blood. He wasn’t beyond a bit of cheating to win a match (PS11, CS7, CS10,… ",Male,wizard,Pure blood,Hogwarts - Slytherin,Unknown
Filius Flitwick,https://www.hp-lexicon.org/character/filius-flitwick/,"Filius Flitwick is the Charms professor at Hogwarts and the Head of Ravenclaw House. He is very small in stature (he needs to stand on a pile of books to see over his desk), but not small in magical ability. He was an accomplished wizard and, according to rumor, was… ",Male,wizard with distant goblin ancestry,Unknown,Hogwarts - Staff\Hogwarts - Ravenclaw,Charms Professor
Florean Fortescue,https://www.hp-lexicon.org/character/florean-fortescue/,"Florean Fortescue was the owner of an ice cream parlor in Diagon Alley. Florean knew quite a bit about history; When Harry was living at the Leaky Cauldron for a couple of weeks in August of 1993, he spent part of his days working on his homework at Florean’s shop. ",Male,wizard,Unknown,Unknown,Owner of an ice cream shop in Diagon Alley
Florence,https://www.hp-lexicon.org/character/florence/,,Female,unknown,Unknown,Unknown,Unknown
Gonçalo Flores,https://www.hp-lexicon.org/character/goncalo-flores/,Gonçalo Flores played Chaser for the Brazilian National Team at the 2014 Quidditch World Cup. ,Male,wizard,Unknown,Unknown,Quidditch player (Chaser)
Fluffy,https://www.hp-lexicon.org/character/fluffy/,"Fluffy was very dangerous, very large three-headed dog owned for a short time by Rubeus Hagrid. About a year before Harry’s first year at Hogwarts, Hagrid purchased Fluffy from a Greek man in one of the local pubs (probably the Hog’s Head). (PS11)… ",Male,three-headed dog,Unknown,Unknown,Unknown
Flurry,https://www.hp-lexicon.org/character/flurry/,Flurry was the imaginary best friend of a young Scorpius Malfoy. They parted ways when they had a disagreement about the correct rules of Gobstones. ,NaN,unknown,Unknown,Unknown,Unknown
Theodard Fontaine,https://www.hp-lexicon.org/character/theodard-fontaine/,Theodard Fontaine was one of MACUSA’s original twelve aurors (Pm). ,Male,wizard,Unknown,Unknown,Auror
Frank,https://www.hp-lexicon.org/character/frank/,"Frank was a giant Thunderbird rescued from captivity in Egypt by Newt Scamander in the 1920s and smuggled into New York inside his suitcase. In Egypt, Frank had been kept cruelly chained by his leg, but inside Newt’s case he lived in a replica of the Arizona desert, his native… ",Male,thunderbird,Unknown,Unknown,Unknown
Frank Bryce,https://www.hp-lexicon.org/character/frank-bryce/,"Frank Bryce was the elderly muggle caretaker of the Riddle house in Little Hangleton. He was killed by Voldemort (GF1). He was a resident of Little Hangleton for most of his life, except for his military service during World War II (in which he was wounded, leaving him with… ",Male,muggle,Muggle,Unknown,Caretaker
Frank Longbottom,https://www.hp-lexicon.org/character/longbottom-family/frank-longbottom/,"Frank Longbottom, along with his wife Alice, were famous Aurors who fought valiantly against Voldemort and his supporters during the 1970s. Frank and Alice were members of the original Order of the Phoenix (OP9, PC/JKR1). They were captured by Bellatrix Lestrange, Barty Crouch Jr., and several other Death Eater  shortly after… ",Male,wizard,Unknown,Unknown,Auror
Fred Weasley (II),https://www.hp-lexicon.org/character/weasley-family/fred-weasley-ii/,Fred Weasley II was the eldest son of George & Angelina Weasley (YL).  … ,Male,wizard,Unknown,Unknown,Unknown
Fred Weasley,https://www.hp-lexicon.org/character/weasley-family/fred-weasley/,"Fred Weasley is one of the seven children of Arthur and Molly Weasley and twin brother to George Weasley. The twins are co-owners of Weasleys’ Wizard Wheezes, a highly successful joke shop in Diagon Alley. Sadly, Fred was a casualty of the Battle of Hogwarts. The Weasley twins are the… ",Male,wizard,Pure blood,Hogwarts - Gryffindor,Owner and manager of Weasleys' Wizard Wheezes
Otmar Frick,https://www.hp-lexicon.org/character/otmar-frick/,Otmar Frick was a Chaser for the Liechtenstein National Team at the 2014 Quidditch World Cup. ,Male,wizard,Unknown,Unknown,Quidditch player (Chaser)
Fridwulfa,https://www.hp-lexicon.org/character/hagrid-family/fridwulfa/,"Fridwulfa was a giantess. She was the mother of Hagrid, but abandoned her human family around 1931. She had another child, a son named Grawp, by another giant (OP20). ",Female,giant,Unknown,Unknown,Unknown
Mrs Fudge,https://www.hp-lexicon.org/character/fudge-family/mrs-fudge/,Mrs. Fudge was the wife of Minister for Magic Cornelius Fudge (GF28). ,Female,unknown,Unknown,Unknown,Unknown
Rufus Fudge,https://www.hp-lexicon.org/character/fudge-family/rufus-fudge/,"Rufus Fudge is the nephew of Minister for Magic Cornelius Fudge, and an employee of the Ministry of Magic. As part of a “fun” wager, Rufus, who worked in the Improper Use of Magic Office, caused a Muggle tube train to disappear (DP2). ",Male,wizard,Unknown,Unknown,"Ministry of Magic employee, Improper Use of Magic Office"
Fulbert the Fearful,https://www.hp-lexicon.org/character/fulbert-the-fearful/,Fulbert the Fearful was a wizard who was famous for being so cowardly he never ventured out of his house. He died when a Defensive Charm backfired and the roof fell in (FW). ,Male,wizard,Unknown,Unknown,Unknown
Gabrielle Delacour,https://www.hp-lexicon.org/character/delacour-family/gabrielle-delacour/,"Gabrielle is Fleur Delacour’s younger sister, served as Fleur’s designated hostage in the second task of the Triwizard Tournament (GF26). ",Female,unknown,Unknown,Unknown,Unknown
Gabriel Truman,https://www.hp-lexicon.org/character/gabriel-truman/,,Male,unknown,Unknown,Unknown,Unknown
Galatea Merrythought,https://www.hp-lexicon.org/character/galatea-merrythought/,"Galatea Merrythought was the Defence Against the Dark Arts professor at Hogwarts from c. 1895 to c.1945. Soon after graduating from Hogwarts, Tom Riddle asked Headmaster Armando Dippet if he could remain and teach because Professor Merrythought was retiring after teaching for “nearly fifty years” (… ",Female,witch,Unknown,Hogwarts - Staff,Defence Against the Dark Arts professor
Ottaline Gambol,https://www.hp-lexicon.org/character/ottaline-gambol/,"Ottaline Gambol was Minister for Magic from 1827 to 1835. She was more appreciative of Muggles and their technology than many wizards of the time, and thus introduced the Hogwarts Express as the method of transport to Hogwarts (Pm). ",Female,witch,Unknown,Unknown,Minister for Magic
Ulick Gamp,https://www.hp-lexicon.org/character/gamp-family/ulick-gamp/,"Ulick Gamp was the head of the Wizengamot before he became the first Minister for Magic, in office from 1701 to 1718. He founded the Department of Magical Law Enforcement (Pm). ",Male,wizard,Unknown,Unknown,Minister for Magic
Garrick Ollivander,https://www.hp-lexicon.org/character/ollivander-family/garrick-ollivander/,"Garrick Ollivander is an old wandmaker – “the best” according to British witches and wizards – who runs Ollivander’s on Diagon Alley (HBP6). He has eerie, moon-like eyes and makes Harry a bit uncomfortable, as he seems just as fascinated by the power of wands used for evil as… ",Male,wizard,Half-blood,Hogwarts - Ravenclaw,Wandmaker
Garvin Lünger,https://www.hp-lexicon.org/character/garvin-lunger/,,Male,unknown,Unknown,Unknown,Unknown
Gaspard Shingleton,https://www.hp-lexicon.org/character/gaspard-shingleton/,Gaspard Shingleton was the celebrated inventor of the Self-Stirring Cauldron (FW). ,Male,wizard,Unknown,Unknown,Inventor
Marvolo Gaunt,https://www.hp-lexicon.org/character/gaunt-family/marvolo-gaunt/,"Marvolo was the patriarch of the Gaunt family, such as it is. He was belligerent and violent, with a paranoid streak. He shorter than his son Morfin, with odd proportions. He has “bright brown eyes, short scrubby hair, and wrinkled face.” Harry think he looks like a powerful, aged monkey. ",Male,wizard,Pure blood,Unknown,Unknown
Merope Gaunt,https://www.hp-lexicon.org/character/gaunt-family/merope-gaunt-riddle/,"Merope Gaunt was the daughter of Marvolo Gaunt and mother of Tom Riddle. Eighteen-year-old Merope’s hair is lank and dull and she has a “plain, pale, rather heavy face.” Her eyes also gaze in opposite directions. Merope’s father is extremely abusive to her and derisively calls her a “Squib” (and other… ",Female,witch,Pure blood,Unknown,Unknown
Morfin Gaunt,https://www.hp-lexicon.org/character/gaunt-family/morfin-gaunt/,"Morfin Gaunt was the son of Marvolo Gaunt. He is first seen dressed in rags, his thick hair so matted with dirt the color was indistinguishable. He was missing several teeth, and his eyes, like those of his father and sister, looked in opposite directions. Morfin is a Parselmouth and… ",Male,wizard,Pure blood,Unknown,Unknown
Gawain Robards,https://www.hp-lexicon.org/character/gawain-robards/,Gawain Robards was Head of the Aurors after July of 1996 (HBP16). ,Male,wizard,Unknown,Unknown,Unknown
Geoffrey Hooper,https://www.hp-lexicon.org/character/geoffrey-hooper/,Geoffrey Hooper was a Gryffindor student at Hogwarts in the 1990s (OP13). ,Male,wizard,Unknown,Hogwarts - Gryffindor,Unknown
George Weasley,https://www.hp-lexicon.org/character/weasley-family/george-weasley/,"George Weasley is one of the seven children of Arthur and Molly Weasley and twin brother to Fred Weasley. The twins are co-owners of Weasleys’ Wizard Wheezes, a highly successful joke shop in Diagon Alley. About the Weasley Twins: Mischief managed! The Weasley twins are the staunch enemies of pretension, authority, and… ",Male,wizard,Pure blood,Hogwarts - Gryffindor,Owner of Weasleys' Wizard Wheezes
Georgina Smyth,https://www.hp-lexicon.org/character/georgina-smyth/,Witch who writes in to Tilden Toots’ herbology radio show “Toots’ Shoots ‘n’ Roots” to ask about a sick Flitterbloom plant (JKR). ,Female,witch,Unknown,Unknown,Unknown
Georgios Xenakis,https://www.hp-lexicon.org/character/georgios-xenakis/,"Georgios Xenakis was a Referee at the Quidditch World Cup tournament in 2014 (Pm). Xenakis refereed the match between New Zealand and Bulgaria, where he made a call to send New Zealand Chaser Dennis Moon off after judging him to have caused a deliberate collision with a… ",Male,wizard,Unknown,Unknown,Quidditch referee
Georgi Zdravko,https://www.hp-lexicon.org/character/georgi-zdravko/,Georgi Zdravko played Keeper for the Bulgarian National Team at the 2014 Quidditch World Cup. Bulgarian fans were nervous about Zdravko’s ability to keep opposing Chasers from scoring goals at the Quidditch World Cup 2014 tournament (Pm). During the New Zealand game he let in 17 goals and there were only further… ,Male,wizard,Unknown,Unknown,Quidditch player (Seeker)
Geraint Ollivander,https://www.hp-lexicon.org/character/ollivander-family/geraint-ollivander/,"Geraint Ollivander was a great medieval wandmaker (Pm). According to his descendent Garrick Ollivander, he wrote that if someone was chosen by a cypress wand, he knew they would die a heroic death (Pm). ",Male,wizard,Pure blood,Unknown,Wandmaker
Gerbold Octavius Ollivander,https://www.hp-lexicon.org/character/ollivander-family/gerbold-octavius-ollivander/,Gerbold Octavius Ollivander was a wandmaker and the grandfather of Garrick Ollivander (Pm). ,Male,wizard,Pure blood,Unknown,Wandmaker
Gerda Curd,https://www.hp-lexicon.org/character/gerda-curd/,,Female,unknown,Unknown,Unknown,Unknown
Gertie Keddle,https://www.hp-lexicon.org/character/gertie-keddle/,"A nosy witch living on the edge of Queerditch Marsh. She kept a diary that is now kept in the Museum of Quidditch in London. Translated from Saxon, the diary has the first recorded mention of an early version of Quidditch (QA). She provides glimpses of precursors of the Quaffle,… ",Female,unknown,Unknown,Unknown,Unknown
Gervaise Ollivander,https://www.hp-lexicon.org/character/ollivander-family/gervaise-ollivander/,"Gervaise Ollivander was a wandmaker and the father of Garrick Ollivander (Pm). According to his son, “You will never fool the cedar carrier” was a phrase he often used to describe owners of cedar wands (Pm). ",Male,wizard,Pure blood,Unknown,Wandmaker
Ghosts of gloomy nuns,https://www.hp-lexicon.org/character/a-group-of-gloomy-nuns/,"A group of ghosts of gloomy nuns attended Sir Nicholas de Mimsy-Porpington’s 500th Deathday Party on October 31, 1992 (CS8). ",Female,ghosts,Unknown,Unknown,Nuns
Gibbon,https://www.hp-lexicon.org/character/gibbon/,Gibbon was a Death Eater who set off the Dark Mark during the Battle of the Tower. He was hit by a Killing Curse from Rowle that had missed Lupin (HBP29). ,Male,wizard,Unknown,Unknown,Unknown
Gideon Crumb,https://www.hp-lexicon.org/character/gideon-crumb/,Gideon Crumb played the bagpipes in the popular wizarding band The Weird Sisters. ,Male,wizard,Unknown,Unknown,Musician
Gideon Flatworthy,https://www.hp-lexicon.org/character/gideon-flatworthy/,,Male,unknown,Unknown,Unknown,Unknown
Gideon Prewett,https://www.hp-lexicon.org/character/prewett-family/gideon-prewett/,"Gideon Prewett was a member of the original Order of the Phoenix. Along with Fabian Prewett, one of the brothers of Molly (Prewett) Weasley (JKR, OP9), they were, according to Hagrid, among the “best witches and wizards of the age” who were killed during the first wizarding war (PS4). ",Male,wizard,Pure blood,Unknown,Unknown
Gifford Ollerton,https://www.hp-lexicon.org/character/gifford-ollerton/,"Gifford Ollerton was a famous giant-slayer. He killed the giant Hengist of Upper Barnton, and became the town’s local hero (FW). ",Male,unknown,Unknown,Unknown,Unknown
Gilbert Wimple,https://www.hp-lexicon.org/character/gilbert-wimple/,"Gilbert Wimple was a member of the Committee on Experimental Charms, a job which at some point resulted in him gaining a pair of horns. He was one of the Ministry officials attending the 1994 Quidditch World Cup final (GF7). ",Male,wizard,Unknown,Unknown,Ministry official
Gilderoy Lockhart,https://www.hp-lexicon.org/character/gilderoy-lockhart/,"Gilderoy Lockhart is a celebrity wizard and author, on staff for the 1992-1993 school year at Hogwarts as Professor of Defense Against the Dark Arts. ",Male,wizard,Half-blood,Hogwarts - Staff\Hogwarts - Ravenclaw,Author
Ginny Weasley,https://www.hp-lexicon.org/character/weasley-family/ginny-weasley/,"Ginevra Molly Weasley (Ginny) is the youngest child of the Weasley family and the only daughter. Ginny is the youngest child and only daughter of Arthur and Molly Weasley (CS3), and the first girl born to the family in several generations (JKR). Though consistently underestimated by her family, she… ",Female,witch,Pure blood,Hogwarts - Gryffindor,Quidditch player Holyhead Harpies; later senior Quidditch correspondent and Sports Page editor for the Daily Prophet
Glanmore Peakes,https://www.hp-lexicon.org/character/glanmore-peakes/,Glanmore Peakes was a wizard who was famous for slaying the sea serpent of Cromer (FW). ,Male,wizard,Unknown,Unknown,Unknown
Glover Hipworth,https://www.hp-lexicon.org/character/glover-hipworth/,Glover Hipworth was the inventor of Pepperup Potion (FW). ,Male,wizard,Unknown,Unknown,Inventor
Gnarlak,https://www.hp-lexicon.org/character/gnarlak/,"Gnarlak was a Goblin living in 1920s New York City. He is something of an underworld figure who, among other things, traded in magical creatures. Gnarlak had been an informant for Tina Goldstein and she took Newt to meet him in the Blind Pig while they were looking for a… ",Male,goblin,Unknown,Unknown,"Informant, hustler"
Godelot,https://www.hp-lexicon.org/character/godelot/,"Godelot was an early medieval Dark wizard, who was an owner of the Elder Wand and the author of Magick Moste Evile (TTB, DH21). Godelot lived in the middle of the first millennium, before the founding of Hogwarts and a century after the previous appearance of the wand… ",Male,wizard,Unknown,Unknown,"Author, Dark Wizard"
Queenie Goldstein,https://www.hp-lexicon.org/character/goldstein-family/queenie-goldstein/,"Queenie Goldstein is the beautiful younger sister of Porpentina “Tina” Goldstein (JKR:Tw). The two shared an apartment in New York City in the 1920s (WFT). Both Queenie and her sister attended Ilvermorny School for Witches and Wizards, though they were in different houses (Queenie was in Pukwudgie while Tina was… ",Female,witch,Half-blood,Ilvermorny - Puckwidgie,MACUSA employee
Golgomath,https://www.hp-lexicon.org/character/golgomath/,"Became Gurg after killing Karkus in the summer of 1995; a huge, violent giant who favored the Death Eaters (OP20) . ",Male,giant,Unknown,Unknown,Unknown
Goliath,https://www.hp-lexicon.org/character/goliath/,Mercenary giant used by the Philistines in their war with the Israelites. Was slain by a young boy with a slingshot (fw). ,Male,giant,Unknown,Unknown,Unknown
Golpalott,https://www.hp-lexicon.org/character/golpalott/,,NaN,unknown,Unknown,Unknown,Unknown
Gondoline Oliphant,https://www.hp-lexicon.org/character/gondoline-oliphant/,"Gondoline Oliphant was a naturalist famous for studies of life and habits of trolls. Her interest in these dangerous beasts had a tragic end. While drawing sketches of trolls in the Cotswolds, the subjects of her sketches clubbed her to death. ",Female,witch,Unknown,Unknown,"Naturalist, troll expert"
Goodwin Kneen,https://www.hp-lexicon.org/character/goodwin-kneen/,"Goodwin Kneen was a twelfth century wizard who wrote about a Yorkshire Quidditch match to his cousin in Norway (QA3, QA7). ",Male,wizard,Unknown,Unknown,Unknown
Gordon,https://www.hp-lexicon.org/character/gordon/,,Male,unknown,Unknown,Unknown,Unknown
Hesphaestus Gore,https://www.hp-lexicon.org/character/hesphaestus-gore/,"Hesphaestus Gore was one of the earliest Aurors. He served as the seventh Minister for Magic from 1752 to 1770 and put down the bloody goblin rebellion which started in 1752. He was unsympathetic to the werewolves who had joined the goblins, a stance which many feel caused further attacks… ",Male,wizard,Unknown,Unknown,"Auror, Minister for Magic"
